,age_band_of_driver,vehicle_type,age_of_vehicle,weather_conditions,day_of_week,road_surface_conditions,light_conditions,sex_of_driver,season,speed_limit,accident_seriousness
11038,16-25,Car,5,Fine no high winds,Friday,Dry,Daylight,Female,Summer,30,Not Serious
11039,16-25,Car,5,Fine no high winds,Tuesday,Dry,Daylight,Female,Winter,30,Not Serious
11040,16-25,Car,5,Fine no high winds,Thursday,Dry,Daylight,Female,Autumn,60,Not Serious
11041,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Rainy,60,Not Serious
11042,16-25,Car,5,Fine no high winds,Friday,Dry,Daylight,Female,Autumn,40,Not Serious
11043,16-25,Car,5,Fine no high winds,Sunday,Dry,Daylight,Female,Rainy,30,Not Serious
11044,16-25,Car,5,Fine no high winds,Saturday,Wet or damp,Daylight,Female,Summer,40,Not Serious
11045,16-25,Car,5,Fine no high winds,Monday,Dry,Daylight,Female,Winter,30,Not Serious
11046,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Female,Rainy,30,Not Serious
11047,16-25,Car,5,Fine no high winds,Tuesday,Wet or damp,Daylight,Female,Summer,30,Not Serious
11048,16-25,Car,5,Fine no high winds,Thursday,Wet or damp,Daylight,Female,Autumn,70,Not Serious
11049,16-25,Car,5,Fine no high winds,Friday,Wet or damp,Daylight,Female,Winter,40,Not Serious
11050,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Rainy,30,Not Serious
11051,16-25,Car,5,Fine no high winds,Monday,Wet or damp,Daylight,Female,Autumn,30,Not Serious
11052,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Female,Rainy,30,Not Serious
11053,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Winter,30,Not Serious
11054,16-25,Car,5,Fine no high winds,Thursday,Dry,Daylight,Female,Rainy,60,Not Serious
11055,16-25,Car,5,Fine no high winds,Friday,Dry,Daylight,Female,Rainy,60,Not Serious
11056,16-25,Car,5,Fine no high winds,Monday,Dry,Daylight,Female,Summer,30,Not Serious
11057,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Autumn,60,Not Serious
11058,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Female,Winter,30,Not Serious
11059,16-25,Car,5,Fine no high winds,Friday,Dry,Daylight,Female,Winter,30,Not Serious
11060,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Summer,60,Not Serious
11061,16-25,Car,5,Fine no high winds,Monday,Dry,Daylight,Female,Summer,70,Not Serious
11062,16-25,Car,5,Fine no high winds,Friday,Dry,Daylight,Female,Winter,30,Not Serious
11063,16-25,Car,5,Fine no high winds,Tuesday,Dry,Daylight,Female,Winter,50,Not Serious
11064,16-25,Car,5,Fine no high winds,Saturday,Wet or damp,Daylight,Female,Rainy,30,Not Serious
11065,16-25,Car,5,Fine no high winds,Sunday,Dry,Daylight,Female,Rainy,70,Not Serious
11066,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Summer,30,Not Serious
11067,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Female,Summer,30,Not Serious
11068,16-25,Car,5,Fine no high winds,Sunday,Dry,Daylight,Female,Rainy,30,Not Serious
11069,16-25,Car,5,Fine no high winds,Thursday,Dry,Daylight,Female,Summer,30,Not Serious
11070,16-25,Car,5,Fine no high winds,Tuesday,Dry,Daylight,Female,Rainy,30,Not Serious
11071,16-25,Car,5,Fine no high winds,Tuesday,Dry,Daylight,Female,Summer,50,Not Serious
11072,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Rainy,30,Not Serious
11073,16-25,Car,5,Fine no high winds,Tuesday,Dry,Daylight,Female,Summer,60,Not Serious
11074,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Winter,60,Not Serious
11075,16-25,Car,5,Fine no high winds,Friday,Dry,Daylight,Female,Summer,60,Not Serious
11076,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Rainy,70,Not Serious
11077,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Female,Winter,30,Not Serious
11078,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Summer,40,Not Serious
11079,16-25,Car,5,Fine no high winds,Monday,Dry,Daylight,Female,Autumn,70,Not Serious
11080,16-25,Car,5,Fine no high winds,Saturday,Wet or damp,Daylight,Female,Summer,30,Not Serious
11081,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Rainy,60,Not Serious
11082,16-25,Car,5,Fine no high winds,Friday,Dry,Daylight,Female,Summer,30,Not Serious
11083,16-25,Car,5,Fine no high winds,Saturday,Wet or damp,Daylight,Female,Rainy,40,Not Serious
11084,16-25,Car,5,Fine no high winds,Sunday,Dry,Daylight,Female,Rainy,70,Not Serious
11085,16-25,Car,5,Fine no high winds,Thursday,Dry,Daylight,Female,Summer,60,Not Serious
11086,16-25,Car,5,Fine no high winds,Thursday,Wet or damp,Daylight,Female,Rainy,70,Not Serious
11087,16-25,Car,5,Fine no high winds,Friday,Wet or damp,Daylight,Female,Rainy,40,Not Serious
11088,16-25,Car,5,Fine no high winds,Wednesday,Wet or damp,Daylight,Female,Rainy,40,Not Serious
11089,16-25,Car,5,Fine no high winds,Thursday,Dry,Daylight,Female,Rainy,40,Not Serious
11090,16-25,Car,5,Fine no high winds,Sunday,Dry,Daylight,Female,Autumn,30,Not Serious
11091,16-25,Car,5,Fine no high winds,Friday,Dry,Daylight,Female,Rainy,30,Not Serious
11092,16-25,Car,5,Fine no high winds,Sunday,Dry,Daylight,Female,Summer,50,Not Serious
11093,16-25,Car,5,Fine no high winds,Friday,Dry,Daylight,Female,Autumn,40,Not Serious
11094,16-25,Car,5,Fine no high winds,Friday,Wet or damp,Daylight,Female,Summer,40,Not Serious
11095,16-25,Car,5,Fine no high winds,Tuesday,Dry,Daylight,Female,Rainy,30,Not Serious
11096,16-25,Car,5,Fine no high winds,Monday,Dry,Daylight,Female,Rainy,30,Not Serious
11097,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Rainy,30,Not Serious
11098,16-25,Car,5,Fine no high winds,Monday,Dry,Daylight,Female,Rainy,30,Not Serious
11099,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Winter,60,Not Serious
11100,16-25,Car,5,Fine no high winds,Thursday,Dry,Daylight,Female,Rainy,60,Not Serious
11101,16-25,Car,5,Fine no high winds,Friday,Wet or damp,Daylight,Female,Rainy,40,Not Serious
11102,16-25,Car,5,Fine no high winds,Thursday,Dry,Daylight,Female,Summer,60,Not Serious
11103,16-25,Car,5,Fine no high winds,Monday,Wet or damp,Daylight,Female,Summer,30,Not Serious
11104,16-25,Car,5,Fine no high winds,Sunday,Dry,Daylight,Female,Summer,60,Not Serious
11105,16-25,Car,5,Fine no high winds,Tuesday,Dry,Daylight,Female,Rainy,30,Not Serious
11106,16-25,Car,5,Fine no high winds,Friday,Dry,Daylight,Female,Winter,30,Not Serious
11107,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Female,Winter,30,Not Serious
11108,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Winter,30,Not Serious
11109,16-25,Car,5,Fine no high winds,Tuesday,Wet or damp,Daylight,Female,Summer,30,Not Serious
11110,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Female,Rainy,30,Not Serious
11111,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Female,Autumn,30,Not Serious
11112,16-25,Car,5,Fine no high winds,Sunday,Wet or damp,Daylight,Female,Rainy,30,Not Serious
11113,16-25,Car,5,Fine no high winds,Tuesday,Wet or damp,Daylight,Female,Autumn,50,Not Serious
11114,16-25,Motorcycle,5,Fine no high winds,Saturday,Frost or ice,Daylight,Female,Winter,30,Not Serious
11115,16-25,Car,5,Fine no high winds,Tuesday,Frost or ice,Daylight,Female,Winter,50,Not Serious
11116,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Female,Rainy,60,Not Serious
11117,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Female,Summer,30,Not Serious
11118,16-25,Car,5,Fine no high winds,Sunday,Dry,Daylight,Female,Rainy,30,Not Serious
11119,16-25,Car,5,Fine no high winds,Thursday,Dry,Daylight,Female,Summer,30,Not Serious
11120,16-25,Car,5,Fine no high winds,Tuesday,Dry,Daylight,Female,Rainy,30,Not Serious
11121,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Summer,30,Not Serious
11122,16-25,Car,5,Fine no high winds,Tuesday,Wet or damp,Daylight,Female,Autumn,30,Not Serious
11123,16-25,Car,5,Fine no high winds,Monday,Dry,Daylight,Female,Summer,30,Not Serious
11124,16-25,Car,5,Fine no high winds,Tuesday,Dry,Daylight,Female,Autumn,30,Not Serious
11125,16-25,Car,5,Fine no high winds,Sunday,Dry,Daylight,Female,Autumn,30,Not Serious
11126,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Female,Rainy,60,Not Serious
11127,16-25,Car,5,Fine no high winds,Monday,Dry,Daylight,Female,Summer,30,Not Serious
11128,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Female,Rainy,30,Not Serious
11129,16-25,Car,5,Fine no high winds,Saturday,Wet or damp,Daylight,Female,Winter,30,Not Serious
11130,16-25,Car,5,Fine no high winds,Wednesday,Frost or ice,Daylight,Female,Winter,30,Not Serious
11131,16-25,Car,5,Fine no high winds,Thursday,Dry,Daylight,Female,Rainy,30,Not Serious
11132,16-25,Car,5,Fine no high winds,Sunday,Dry,Daylight,Female,Autumn,30,Not Serious
11133,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Rainy,30,Not Serious
11134,16-25,Car,5,Fine no high winds,Friday,Dry,Daylight,Female,Rainy,30,Not Serious
11135,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Female,Summer,30,Not Serious
11136,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Rainy,30,Not Serious
11137,16-25,Car,5,Fine no high winds,Tuesday,Wet or damp,Daylight,Female,Summer,30,Not Serious
11138,16-25,Car,5,Fine no high winds,Tuesday,Wet or damp,Daylight,Female,Autumn,30,Not Serious
11139,16-25,Car,5,Fine no high winds,Friday,Dry,Daylight,Female,Autumn,40,Not Serious
11140,16-25,Car,5,Fine no high winds,Monday,Wet or damp,Daylight,Female,Winter,40,Not Serious
11141,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Summer,30,Not Serious
11142,16-25,Car,5,Fine no high winds,Sunday,Dry,Daylight,Female,Rainy,30,Not Serious
11143,16-25,Car,5,Fine no high winds,Thursday,Dry,Daylight,Female,Rainy,70,Not Serious
11144,16-25,Car,5,Fine no high winds,Monday,Wet or damp,Daylight,Female,Rainy,30,Not Serious
11145,16-25,Car,5,Fine no high winds,Wednesday,Frost or ice,Daylight,Female,Winter,60,Not Serious
11146,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Female,Winter,40,Not Serious
11147,16-25,Car,5,Fine no high winds,Tuesday,Dry,Daylight,Female,Summer,30,Not Serious
11148,16-25,Car,5,Fine no high winds,Thursday,Wet or damp,Daylight,Female,Summer,30,Not Serious
11149,16-25,Car,5,Fine no high winds,Tuesday,Dry,Daylight,Female,Rainy,30,Not Serious
11150,16-25,Car,5,Fine no high winds,Tuesday,Dry,Daylight,Female,Rainy,60,Not Serious
11151,16-25,Car,5,Fine no high winds,Wednesday,Wet or damp,Daylight,Female,Autumn,60,Not Serious
11152,16-25,Car,5,Fine no high winds,Monday,Dry,Daylight,Female,Summer,30,Not Serious
11153,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Rainy,30,Not Serious
11154,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Female,Winter,30,Not Serious
11155,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Rainy,30,Not Serious
11156,16-25,Car,5,Fine no high winds,Sunday,Frost or ice,Daylight,Female,Winter,30,Not Serious
11157,16-25,Car,5,Fine no high winds,Sunday,Dry,Daylight,Female,Summer,30,Not Serious
11158,16-25,Car,5,Fine no high winds,Friday,Wet or damp,Daylight,Female,Summer,30,Not Serious
11159,16-25,Car,5,Fine no high winds,Thursday,Dry,Daylight,Female,Summer,30,Not Serious
11160,16-25,Car,5,Fine no high winds,Thursday,Dry,Daylight,Female,Rainy,30,Not Serious
11161,16-25,Car,5,Fine no high winds,Monday,Wet or damp,Daylight,Female,Rainy,30,Not Serious
11162,16-25,Car,5,Fine no high winds,Thursday,Dry,Daylight,Female,Autumn,30,Not Serious
11163,16-25,Car,5,Fine no high winds,Friday,Dry,Daylight,Female,Rainy,60,Not Serious
11164,16-25,Car,5,Fine no high winds,Tuesday,Dry,Daylight,Female,Winter,60,Not Serious
11165,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Winter,30,Not Serious
11166,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Summer,30,Not Serious
11167,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Female,Rainy,30,Not Serious
11168,16-25,Car,5,Fine no high winds,Monday,Wet or damp,Daylight,Female,Autumn,30,Not Serious
11169,16-25,Car,5,Fine no high winds,Thursday,Dry,Daylight,Female,Rainy,40,Not Serious
11170,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Female,Autumn,30,Not Serious
11171,16-25,Car,5,Fine no high winds,Tuesday,Dry,Daylight,Female,Rainy,40,Not Serious
11172,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Summer,60,Not Serious
11173,16-25,Car,5,Fine no high winds,Thursday,Dry,Daylight,Female,Summer,30,Not Serious
11174,16-25,Car,5,Fine no high winds,Saturday,Dry,Daylight,Female,Winter,30,Not Serious
11175,16-25,Car,5,Fine no high winds,Monday,Dry,Daylight,Female,Summer,60,Not Serious
11176,16-25,Car,5,Fine no high winds,Tuesday,Dry,Daylight,Female,Rainy,60,Not Serious
11177,16-25,Motorcycle,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Rainy,30,Not Serious
11178,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Autumn,60,Not Serious
11179,16-25,Motorcycle,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Summer,30,Not Serious
11180,16-25,Car,5,Fine no high winds,Wednesday,Dry,Daylight,Female,Summer,30,Not Serious
11181,16-25,Car,5,Fog or mist,Saturday,Frost or ice,Daylight,Female,Rainy,60,Not Serious
11182,16-25,Car,5,Fog or mist,Saturday,Frost or ice,Daylight,Female,Winter,60,Not Serious
11183,16-25,Car,5,Fog or mist,Thursday,Wet or damp,Daylight,Female,Winter,60,Not Serious
11184,16-25,Car,5,Mud,Tuesday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
11185,16-25,Car,5,Mud,Friday,Frost or ice,Daylight,Male,Autumn,60,Not Serious
11186,16-25,Car,5,Mud,Thursday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
11187,16-25,Car,5,Mud,Friday,Snow,Daylight,Male,Winter,30,Not Serious
11188,16-25,Car,5,Mud,Saturday,Wet or damp,Daylight,Male,Rainy,60,Not Serious
11189,16-25,Car,5,Mud,Friday,Frost or ice,Daylight,Male,Winter,60,Not Serious
11190,16-25,Car,5,Mud,Thursday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
11191,16-25,Car,5,Mud,Tuesday,Wet or damp,Daylight,Male,Autumn,30,Not Serious
11192,16-25,Car,5,Mud,Friday,Snow,Daylight,Male,Winter,30,Not Serious
11193,16-25,Car,5,Mud,Saturday,Wet or damp,Daylight,Male,Rainy,60,Not Serious
11194,16-25,Car,5,Mud,Thursday,Dry,Daylight,Male,Winter,30,Not Serious
11195,16-25,Car,5,Mud,Friday,Wet or damp,Daylight,Male,Autumn,40,Not Serious
11196,16-25,Car,5,Mud,Thursday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
11197,16-25,Car,5,Mud,Monday,Wet or damp,Daylight,Female,Rainy,30,Not Serious
11198,16-25,Car,5,Mud,Monday,Wet or damp,Daylight,Female,Summer,30,Not Serious
11199,16-25,Car,5,Mud,Monday,Dry,Daylight,Female,Winter,30,Not Serious
11200,16-25,Car,5,Mud,Saturday,Frost or ice,Daylight,Female,Winter,30,Not Serious
11201,16-25,Car,5,Raining + high winds,Wednesday,Wet or damp,Daylight,Male,Autumn,60,Not Serious
11202,16-25,Car,5,Raining + high winds,Wednesday,Wet or damp,Daylight,Male,Autumn,60,Not Serious
11203,16-25,Car,5,Raining + high winds,Thursday,Wet or damp,Daylight,Female,Rainy,30,Not Serious
11204,16-25,Car,5,Raining + high winds,Friday,Wet or damp,Daylight,Female,Autumn,30,Not Serious
11205,16-25,Car,5,Raining no high winds,Thursday,Wet or damp,Daylight,Male,Summer,60,Not Serious
11206,16-25,Car,5,Raining no high winds,Wednesday,Wet or damp,Daylight,Male,Winter,40,Not Serious
11207,16-25,Motorcycle,5,Raining no high winds,Thursday,Wet or damp,Daylight,Male,Summer,30,Not Serious
11208,16-25,Car,5,Raining no high winds,Friday,Wet or damp,Daylight,Male,Summer,40,Not Serious
11209,16-25,Car,5,Raining no high winds,Wednesday,Wet or damp,Daylight,Male,Autumn,30,Not Serious
11210,16-25,Car,5,Raining no high winds,Friday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
11211,16-25,Motorcycle,5,Raining no high winds,Thursday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
11212,16-25,Car,5,Raining no high winds,Monday,Wet or damp,Daylight,Male,Winter,30,Not Serious
11213,16-25,Car,5,Raining no high winds,Thursday,Wet or damp,Daylight,Male,Rainy,60,Not Serious
11214,16-25,Car,5,Raining no high winds,Friday,Wet or damp,Daylight,Male,Winter,40,Not Serious
11215,16-25,Car,5,Raining no high winds,Wednesday,Wet or damp,Daylight,Male,Winter,30,Not Serious
11216,16-25,Motorcycle,5,Raining no high winds,Thursday,Wet or damp,Daylight,Male,Summer,30,Not Serious
11217,16-25,Car,5,Raining no high winds,Friday,Wet or damp,Daylight,Male,Autumn,30,Not Serious
11218,16-25,Car,5,Raining no high winds,Wednesday,Wet or damp,Daylight,Male,Autumn,40,Not Serious
11219,16-25,Motorcycle,5,Raining no high winds,Thursday,Wet or damp,Daylight,Male,Summer,30,Not Serious
11220,16-25,Car,5,Raining no high winds,Wednesday,Wet or damp,Daylight,Male,Rainy,50,Not Serious
11221,16-25,Car,5,Raining no high winds,Monday,Wet or damp,Daylight,Male,Winter,30,Not Serious
11222,16-25,Motorcycle,5,Raining no high winds,Saturday,Wet or damp,Daylight,Male,Summer,40,Not Serious
11223,16-25,Car,5,Raining no high winds,Monday,Wet or damp,Daylight,Male,Summer,30,Not Serious
11224,16-25,Car,5,Raining no high winds,Friday,Wet or damp,Daylight,Male,Summer,60,Not Serious
11225,16-25,Car,5,Raining no high winds,Wednesday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
11226,16-25,Car,5,Raining no high winds,Tuesday,Wet or damp,Daylight,Male,Rainy,30,Not Serious
11227,16-25,Car,5,Raining no high winds,Thursday,Wet or damp,Daylight,Male,Rainy,60,Not Serious
11228,16-25,Car,5,Raining no high winds,Friday,Wet or damp,Daylight,Male,Summer,60,Not Serious
11229,16-25,Car,5,Raining no high winds,Wednesday,Wet or damp,Daylight,Male,Autumn,30,Not Serious
11230,16-25,Car,5,Raining no high winds,Friday,Wet or damp,Daylight,Female,Autumn,60,Not Serious
11231,16-25,Car,5,Raining no high winds,Friday,Wet or damp,Daylight,Female,Autumn,30,Not Serious
11232,16-25,Car,5,Raining no high winds,Monday,Wet or damp,Daylight,Female,Winter,60,Not Serious
11233,16-25,Car,5,Raining no high winds,Sunday,Wet or damp,Daylight,Female,Winter,70,Not Serious
11234,16-25,Car,5,Raining no high winds,Sunday,Wet or damp,Daylight,Female,Winter,30,Not Serious
11235,16-25,Car,5,Raining no high winds,Friday,Wet or damp,Daylight,Female,Winter,30,Not Serious
11236,16-25,Car,5,Raining no high winds,Monday,Wet or damp,Daylight,Female,Rainy,60,Not Serious
11237,16-25,Car,5,Raining no high winds,Friday,Wet or damp,Daylight,Female,Rainy,60,Not Serious
11238,16-25,Car,5,Raining no high winds,Sunday,Wet or damp,Daylight,Female,Rainy,70,Not Serious
11239,16-25,Car,5,Raining no high winds,Sunday,Wet or damp,Daylight,Female,Summer,30,Not Serious
11240,16-25,Motorcycle,5,Raining no high winds,Thursday,Wet or damp,Daylight,Female,Rainy,30,Not Serious
11241,16-25,Car,5,Raining no high winds,Wednesday,Wet or damp,Daylight,Female,Rainy,30,Not Serious
11242,16-25,Car,5,Raining no high winds,Tuesday,Wet or damp,Daylight,Female,Rainy,30,Not Serious
11243,16-25,Car,5,Raining no high winds,Saturday,Wet or damp,Daylight,Female,Summer,40,Not Serious
11244,16-25,Car,5,Raining no high winds,Saturday,Wet or damp,Daylight,Female,Winter,30,Not Serious
11245,16-25,Car,5,Raining no high winds,Saturday,Wet or damp,Daylight,Female,Summer,30,Not Serious
11246,16-25,Car,5,Raining no high winds,Sunday,Wet or damp,Daylight,Female,Autumn,60,Not Serious
11247,16-25,Car,5,Raining no high winds,Friday,Wet or damp,Daylight,Female,Summer,60,Not Serious
11248,16-25,Car,5,Raining no high winds,Friday,Wet or damp,Daylight,Female,Rainy,60,Not Serious
11249,16-25,Car,5,Snowing no high winds,Friday,Frost or ice,Daylight,Male,Summer,40,Not Serious
11250,16-25,Car,5,Snowing no high winds,Friday,Frost or ice,Daylight,Male,Winter,40,Not Serious
11251,16-25,Car,5,Snowing no high winds,Monday,Snow,Daylight,Female,Autumn,50,Not Serious
11252,16-25,Car,5,Snowing no high winds,Tuesday,Snow,Daylight,Female,Summer,30,Not Serious
11253,16-25,Car,5,Snowing no high winds,Monday,Snow,Daylight,Female,Autumn,50,Not Serious
11254,16-25,Car,5,Snowing no high winds,Tuesday,Snow,Daylight,Female,Autumn,30,Not Serious
11255,16-25,Car,5,Snowing no high winds,Monday,Snow,Daylight,Female,Autumn,30,Not Serious
11256,16-25,Car,5,Fog or mist,Thursday,Dry,Daylight,Male,Summer,30,Not Serious
11257,16-25,Car,5,Fog or mist,Thursday,Dry,Daylight,Male,Summer,30,Not Serious
11258,16-25,Motorcycle,5,Fog or mist,Monday,Dry,Daylight,Male,Autumn,30,Not Serious
11259,16-25,Car,5,Fog or mist,Wednesday,Dry,Daylight,Male,Rainy,30,Not Serious
11260,16-25,Car,5,Fog or mist,Friday,Data missing or out of range,Daylight,Male,Summer,60,Not Serious
11261,16-25,Car,5,Fog or mist,Friday,Data missing or out of range,Daylight,Male,Rainy,60,Not Serious
11262,16-25,Car,5,Fog or mist,Monday,Data missing or out of range,Daylight,Male,Rainy,60,Not Serious
11263,16-25,Car,5,Fog or mist,Saturday,Dry,Daylight,Female,Summer,30,Not Serious
11264,16-25,Car,5,Fog or mist,Sunday,Dry,Daylight,Female,Summer,30,Not Serious
11265,16-25,Car,5,Fog or mist,Saturday,Dry,Daylight,Female,Summer,30,Not Serious
11266,16-25,Car,5,Fog or mist,Sunday,Dry,Daylight,Female,Rainy,30,Not Serious
11267,16-25,Car,5,Fog or mist,Wednesday,Dry,Daylight,Female,Summer,30,Not Serious
